ID,Collection_Date,Year,DissectionORsubsampling,Origin,Shell_Length_mm,Shell_Width_mm,Storage_method,Tissue_saved?,Empty_Tube_mg,Full_Tube_mg,Gill_Tissue_Weight_mg,Extracted,Quantified_via_qPCR,SamplingMethod,,,,,,,,,,,,,,
179,2013,2013,7/10/2019,Kalaloch,UNK,,-80freezer,yes,1006,1035.7,29.7,,,stock assessment,,,,,,,,,,,,,,
180,2013,2013,7/10/2019,Kalaloch,UNK,,-80freezer,yes,1005.7,1046.3,40.6,,,stock assessment,,,,,,,,,,,,,,
181,2013,2013,7/10/2019,Kalaloch,UNK,,-80freezer,yes,1001.4,1042.1,40.7,,,stock assessment,,,,,,,,,,,,,,
182,2013,2013,7/10/2019,Kalaloch,UNK,,-80freezer,yes,1000.7,1042.2,41.5,,,stock assessment,,,,,,,,,,,,,,
183,2013,2013,7/10/2019,Kalaloch,UNK,,-80freezer,yes,1004.4,1029.9,25.5,,,stock assessment,,,,,,,,,,,,,,
184,2013,2013,7/10/2019,Kalaloch,UNK,,-80freezer,yes,996.1,1034.8,38.7,,,stock assessment,,,,,,,,,,,,,,
185,2013,2013,7/10/2019,Kalaloch,UNK,,-80freezer,yes,1004.2,1041.4,37.2,,,stock assessment,,,,,,,,,,,,,,
186,2013,2013,7/10/2019,Kalaloch,UNK,,-80freezer,yes,1005.4,1035.3,29.9,,,stock assessment,,,,,,,,,,,,,,
187,2013,2013,7/10/2019,Kalaloch,UNK,,-80freezer,yes,1016.6,1047.9,31.3,,,stock assessment,,,,,,,,,,,,,,
188,2013,2013,7/10/2019,Kalaloch,UNK,,-80freezer,yes,1006.4,1030.4,24,,,stock assessment,,,,,,,,,,,,,,
189,2013,2013,7/10/2019,Kalaloch,UNK,,-80freezer,yes,1002.1,1041.4,39.3,,,stock assessment,,,,,,,,,,,,,,
190,2013,2013,7/10/2019,Kalaloch,UNK,,-80freezer,yes,1009,1032.5,23.5,,,stock assessment,,,,,,,,,,,,,,
191,2013,2013,7/10/2019,Kalaloch,UNK,,-80freezer,yes,1001,1032,31,,,stock assessment,,,,,,,,,,,,,,
192,2013,2013,7/10/2019,Kalaloch,UNK,,-80freezer,yes,1006.8,1052.8,46,,,stock assessment,,,,,,,,,,,,,,
193,2013,2013,7/10/2019,Kalaloch,UNK,,-80freezer,yes,998,1025.6,27.6,,,stock assessment,,,,,,,,,,,,,,
194,2013,2013,7/10/2019,Kalaloch,UNK,,-80freezer,yes,1007,1042.4,35.4,,,stock assessment,,,,,,,,,,,,,,
195,2013,2013,7/10/2019,Kalaloch,UNK,,-80freezer,yes,1002.5,1031.4,28.9,,,stock assessment,,,,,,,,,,,,,,
196,2013,2013,7/10/2019,Kalaloch,UNK,,-80freezer,yes,1011.4,1036.1,24.7,,,stock assessment,,,,,,,,,,,,,,
197,2013,2013,7/10/2019,Kalaloch,UNK,,-80freezer,yes,1010.8,1056.7,45.9,,,stock assessment,,,,,,,,,,,,,,
198,2013,2013,7/10/2019,Kalaloch,UNK,,-80freezer,yes,1011.1,1037.6,26.5,,,stock assessment,,,,,,,,,,,,,,
199,2013,2013,7/10/2019,Kalaloch,UNK,,-80freezer,yes,1006.3,1059.9,53.6,,,stock assessment,,,,,,,,,,,,,,
200,2013,2013,7/10/2019,Kalaloch,UNK,,-80freezer,yes,1006.8,1040.8,34,,,stock assessment,,,,,,,,,,,,,,
201,2013,2013,7/10/2019,Kalaloch,UNK,,-80freezer,yes,998.8,1029,30.2,,,stock assessment,,,,,,,,,,,,,,
202,2013,2013,7/10/2019,Kalaloch,UNK,,-80freezer,yes,1009.2,1055.3,46.1,,,stock assessment,,,,,,,,,,,,,,
203,2013,2013,7/10/2019,Kalaloch,UNK,,-80freezer,yes,1004.5,1052.9,48.4,,,stock assessment,,,,,,,,,,,,,,
204,2013,2013,7/10/2019,Kalaloch,UNK,,-80freezer,yes,1001.7,1050.6,48.9,,,stock assessment,,,,,,,,,,,,,,
205,2013,2013,7/10/2019,Kalaloch,UNK,,-80freezer,yes,1001.6,1032.6,31,,,stock assessment,,,,,,,,,,,,,,
206,2013,2013,7/10/2019,Kalaloch,UNK,,-80freezer,yes,1005.2,1034.4,29.2,,,stock assessment,,,,,,,,,,,,,,
207,2013,2013,7/10/2019,Kalaloch,UNK,,-80freezer,yes,1004.1,1037.8,33.7,,,stock assessment,,,,,,,,,,,,,,
208,2013,2013,7/10/2019,Kalaloch,UNK,,-80freezer,yes,997.9,1046.7,48.8,,,stock assessment,,,,,,,,,,,,,,
209,2013,2013,7/10/2019,Kalaloch,UNK,,-80freezer,yes,1011.8,1036.5,24.7,no,,excluded these to prioritize including 2017 dug samples,,,,,,,,,,,,,,
210,2013,2013,7/10/2019,Kalaloch,UNK,,-80freezer,yes,1001.5,1027.7,26.2,no,,excluded these to prioritize including 2017 dug samples,,,,,,,,,,,,,,
211,2013,2013,7/10/2019,Kalaloch,UNK,,-80freezer,yes,1005,1030.9,25.9,no,,excluded these to prioritize including 2017 dug samples,,,,,,,,,,,,,,
212,2013,2013,7/10/2019,Kalaloch,UNK,,-80freezer,yes,996.5,1024,27.5,no,,excluded these to prioritize including 2017 dug samples,,,,,,,,,,,,,,
213,2013,2013,7/10/2019,Kalaloch,UNK,,-80freezer,yes,1006.6,1044.9,38.3,no,,excluded these to prioritize including 2017 dug samples,,,,,,,,,,,,,,
214,2013,2013,7/10/2019,Kalaloch,UNK,,-80freezer,yes,1000.5,1030.6,30.1,no,,excluded these to prioritize including 2017 dug samples,,,,,,,,,,,,,,
215,2013,2013,7/10/2019,Kalaloch,UNK,,-80freezer,yes,1003.5,1029.5,26,no,,excluded these to prioritize including 2017 dug samples,,,,,,,,,,,,,,
216,2013,2013,7/10/2019,Kalaloch,UNK,,-80freezer,yes,1004.7,1028.5,23.8,no,,excluded these to prioritize including 2017 dug samples,,,,,,,,,,,,,,
217,2013,2013,7/10/2019,Kalaloch,UNK,,-80freezer,yes,1002.6,1042.8,40.2,no,,excluded these to prioritize including 2017 dug samples,,,,,,,,,,,,,,
218,2013,2013,7/10/2019,Kalaloch,UNK,,-80freezer,yes,1009.7,1054.5,44.8,no,,excluded these to prioritize including 2017 dug samples,,,,,,,,,,,,,,
219,2013,2013,7/10/2019,Kalaloch,UNK,,-80freezer,yes,1005,1039,34,no,,excluded these to prioritize including 2017 dug samples,,,,,,,,,,,,,,
220,2013,2013,7/10/2019,Kalaloch,UNK,,-80freezer,yes,1001.3,1052.1,50.8,no,,excluded these to prioritize including 2017 dug samples,,,,,,,,,,,,,,
221,2013,2013,7/10/2019,Kalaloch,UNK,,-80freezer,yes,998.6,1019.9,21.3,no,,excluded these to prioritize including 2017 dug samples,,,,,,,,,,,,,,
222,2013,2013,7/10/2019,Kalaloch,UNK,,-80freezer,yes,1011.7,1038.4,26.7,no,,excluded these to prioritize including 2017 dug samples,,,,,,,,,,,,,,
223,2013,2013,7/10/2019,Kalaloch,UNK,,-80freezer,yes,996,1027.6,31.6,no,,excluded these to prioritize including 2017 dug samples,,,,,,,,,,,,,,
224,2013,2013,7/10/2019,Kalaloch,UNK,,-80freezer,yes,1006.2,1037.5,31.3,no,,excluded these to prioritize including 2017 dug samples,,,,,,,,,,,,,,
225,2013,2013,7/10/2019,Kalaloch,UNK,,-80freezer,yes,1004.8,1028.1,23.3,no,,excluded these to prioritize including 2017 dug samples,,,,,,,,,,,,,,
226,2013,2013,7/10/2019,Kalaloch,UNK,,-80freezer,yes,1011.6,1051.7,40.1,no,,excluded these to prioritize including 2017 dug samples,,,,,,,,,,,,,,
227,2013,2013,7/10/2019,Kalaloch,UNK,,-80freezer,yes,1000.6,1025,24.4,no,,excluded these to prioritize including 2017 dug samples,,,,,,,,,,,,,,
228,2013,2013,7/10/2019,Kalaloch,UNK,,-80freezer,yes,1001,1032.1,31.1,no,,excluded these to prioritize including 2017 dug samples,,,,,,,,,,,,,,
229,7/22/2017,2017,7/13/2019,Kalaloch,UNK,,-80freezer,yes,1002.1,1025.8,23.7,yes,,,,,,,,,,,,,,,,
230,7/22/2017,2017,7/13/2019,Kalaloch,UNK,,-80freezer,yes,1004.2,1040.7,36.5,yes,,,,,,,,,,,,,,,,
231,7/22/2017,2017,7/13/2019,Kalaloch,UNK,,-80freezer,yes,1000.3,1025.7,25.4,yes,,,,,,,,,,,,,,,,
232,7/22/2017,2017,7/13/2019,Kalaloch,UNK,,-80freezer,yes,1005,1047.4,42.4,yes,,,,,,,,,,,,,,,,
233,7/22/2017,2017,7/13/2019,Kalaloch,UNK,,-80freezer,yes,1009.2,1049.6,40.4,yes,,,,,,,,,,,,,,,,
234,7/22/2017,2017,7/13/2019,Kalaloch,UNK,,-80freezer,yes,1004.9,1034.5,29.6,yes,,,,,,,,,,,,,,,,
235,7/22/2017,2017,7/13/2019,Kalaloch,UNK,,-80freezer,yes,1008.8,1059.1,50.3,yes,,,,,,,,,,,,,,,,
236,7/22/2017,2017,7/13/2019,Kalaloch,UNK,,-80freezer,yes,1006.7,1044,37.3,yes,,,,,,,,,,,,,,,,
237,7/22/2017,2017,7/13/2019,Kalaloch,UNK,,-80freezer,yes,1006.4,1040.5,34.1,yes,,,,,,,,,,,,,,,,
238,7/22/2017,2017,7/13/2019,Kalaloch,UNK,,-80freezer,yes,997.1,1039.2,42.1,yes,,,,,,,,,,,,,,,,
239,7/22/2017,2017,7/13/2019,Kalaloch,UNK,,-80freezer,yes,1002,1037.1,35.1,yes,,,,,,,,,,,,,,,,
240,7/22/2017,2017,7/13/2019,Kalaloch,UNK,,-80freezer,yes,1000.4,1041.4,41,yes,,,,,,,,,,,,,,,,
241,7/22/2017,2017,7/13/2019,Kalaloch,UNK,,-80freezer,yes,1004.6,1053.2,48.6,yes,,,,,,,,,,,,,,,,
242,7/22/2017,2017,7/13/2019,Kalaloch,UNK,,-80freezer,yes,1005.8,1043.6,37.8,yes,,,,,,,,,,,,,,,,
243,7/22/2017,2017,7/13/2019,Kalaloch,UNK,,-80freezer,yes,996.7,1049.5,52.8,yes,,,,,,,,,,,,,,,,
244,7/22/2017,2017,7/13/2019,Kalaloch,UNK,,-80freezer,yes,1004.5,1048.5,44,yes,,,,,,,,,,,,,,,,
245,7/22/2017,2017,7/13/2019,Kalaloch,UNK,,-80freezer,yes,1001.4,1034.8,33.4,yes,,,,,,,,,,,,,,,,
246,7/22/2017,2017,7/13/2019,Kalaloch,UNK,,-80freezer,yes,1001.3,1054.1,52.8,yes,,,,,,,,,,,,,,,,
247,7/22/2017,2017,7/13/2019,Kalaloch,UNK,,-80freezer,yes,998.1,1030.6,32.5,yes,,,,,,,,,,,,,,,,
248,7/22/2017,2017,7/13/2019,Kalaloch,UNK,,-80freezer,yes,1005.1,1040.5,35.4,yes,,,,,,,,,,,,,,,,
249,7/22/2017,2017,7/13/2019,Kalaloch,UNK,,-80freezer,yes,1002.1,1032,29.9,yes,,,,,,,,,,,,,,,,
250,7/22/2017,2017,7/13/2019,Kalaloch,UNK,,-80freezer,yes,1003.8,1043,39.2,yes,,,,,,,,,,,,,,,,
251,7/22/2017,2017,7/13/2019,Kalaloch,UNK,,-80freezer,yes,1011.8,1065,53.2,yes,,,,,,,,,,,,,,,,
252,7/22/2017,2017,7/13/2019,Kalaloch,UNK,,-80freezer,yes,1007.1,1051.7,44.6,yes,,,,,,,,,,,,,,,,
253,7/22/2017,2017,7/13/2019,Kalaloch,UNK,,-80freezer,yes,1002.8,1055.9,53.1,yes,,,,,,,,,,,,,,,,
254,7/22/2017,2017,7/13/2019,Kalaloch,UNK,,-80freezer,yes,1014.2,1047.9,33.7,yes,,,,,,,,,,,,,,,,
255,7/22/2017,2017,7/13/2019,Kalaloch,UNK,,-80freezer,yes,1004.7,1039.5,34.8,yes,,,,,,,,,,,,,,,,
256,7/22/2017,2017,7/13/2019,Kalaloch,UNK,,-80freezer,yes,1001.8,1038.9,37.1,yes,,,,,,,,,,,,,,,,
257,7/22/2017,2017,7/13/2019,Kalaloch,UNK,,-80freezer,yes,1004.2,1055.6,51.4,yes,,,,,,,,,,,,,,,,
258,7/22/2017,2017,7/13/2019,Kalaloch,UNK,,-80freezer,yes,1009.2,1051,41.8,yes,,,,,,,,,,,,,,,,
259,7/22/2017,2017,7/13/2019,Kalaloch,UNK,,-80freezer,yes,1000,1035.1,35.1,yes,,,,,,,,,,,,,,,,
260,7/22/2017,2017,7/13/2019,Kalaloch,UNK,,-80freezer,yes,1008.4,1044.6,36.2,yes,,,,,,,,,,,,,,,,
261,7/22/2017,2017,7/13/2019,Kalaloch,UNK,,-80freezer,yes,1005.2,1047.5,42.3,yes,,,,,,,,,,,,,,,,
262,7/22/2017,2017,7/13/2019,Kalaloch,UNK,,-80freezer,yes,1002.9,1042.2,39.3,yes,,,,,,,,,,,,,,,,
263,7/22/2017,2017,7/13/2019,Kalaloch,UNK,,-80freezer,yes,1012.2,1051.7,39.5,yes,,,,,,,,,,,,,,,,
264,7/22/2017,2017,7/13/2019,Kalaloch,UNK,,-80freezer,yes,1006.2,1058.2,52,yes,,,,,,,,,,,,,,,,
265,7/22/2017,2017,7/13/2019,Kalaloch,UNK,,-80freezer,yes,1009.1,1047.9,38.8,yes,,,,,,,,,,,,,,,,
266,7/22/2017,2017,7/13/2019,Kalaloch,UNK,,-80freezer,yes,1002.5,1037.1,34.6,yes,,,,,,,,,,,,,,,,
267,7/22/2017,2017,7/13/2019,Kalaloch,UNK,,-80freezer,yes,1008.8,1041.1,32.3,yes,,,,,,,,,,,,,,,,
268,7/22/2017,2017,7/13/2019,Kalaloch,UNK,,-80freezer,yes,1002.9,1040,37.1,yes,,,,,,,,,,,,,,,,
269,7/22/2017,2017,7/13/2019,Kalaloch,UNK,,-80freezer,yes,1004.1,1033.7,29.6,yes,,,,,,,,,,,,,,,,
270,7/22/2017,2017,7/13/2019,Kalaloch,UNK,,-80freezer,yes,1004,1046.2,42.2,yes,,,,,,,,,,,,,,,,
271,7/22/2017,2017,7/13/2019,Kalaloch,UNK,,-80freezer,yes,1002.2,1024.9,22.7,yes,,,,,,,,,,,,,,,,
272,7/22/2017,2017,7/13/2019,Kalaloch,UNK,,-80freezer,yes,1003.6,1036,32.4,yes,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
